2021/12/21 19:00:00,722.48,722.48,600.0
2021/12/21 20:00:00,722.48,722.48,600.0
2021/12/21 20:00:00,722.48,722.48,600.0
2021/12/21 20:00:00,722.48,722.48,600.0
2021/12/22 00:00:00,722.48,722.48,600.0
2021/12/22 06:00:00,722.48,722.48,600.0
2021/12/22 18:00:00,695.89,695.89,600.0
2021/12/23 18:00:00,694.95,694.95,600.0
2021/12/24 12:00:00,694.39,694.39,600.0
2021/12/24 18:00:00,694.0,694.0,600.0
2021/12/26 00:00:00,694.1,694.1,600.0
2021/12/26 12:00:00,694.1,694.1,600.0
2021/12/26 18:00:00,694.1,694.1,600.0
2021/12/27 12:00:00,694.1,694.1,600.0
2021/12/27 18:00:00,694.1,694.1,600.0
2021/12/28 00:00:00,694.1,694.1,600.0
2021/12/28 12:00:00,600.0,695.0,600.0
2021/12/28 18:00:00,600.0,695.0,600.0
2021/12/29 06:00:00,600.0,689.0,600.0
2021/12/29 12:00:00,697.0,697.0,600.0
2021/12/30 00:00:00,600.0,689.0,600.0
2021/12/31 00:00:00,600.0,1297.97,600.0
2021/12/31 06:00:00,600.0,689.0,600.0
2021/12/31 18:00:00,600.0,23.99,600.0
2022/01/01 06:00:00,716.96,716.96,600.0
2022/01/01 12:00:00,719.96,722.96,600.0
2022/01/01 13:00:00,722.96,722.96,600.0
